ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude,Suburb,crime_A_average,crime_B_average,crime_C_average,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?
ID167353573,60 Cramer St,3,h,910000.0,14/05/2016,1.0,1.0,486.0,64.0,-37.7395,144.9966,PRESTON,659.0,5219.333333333333,338.3333333333333,20012,357.2802869909835,28,1
ID448312749,314 Barkly St,3,h,1310000.0,7/05/2016,2.0,2.0,426.0,139.0,-37.7759,144.9578,BRUNSWICK,958.6666666666666,5673.0,628.0,19969,129.75869084443596,24,0
ID935394101,396 Montague St,2,h,1436000.0,4/03/2017,1.0,0.0,130.0,119.0,-37.8431,144.9565,ALBERT PARK,1214.6666666666667,5603.666666666667,375.3333333333333,20043,2778.912318385696,0,1
ID221102857,5b MacKie Rd,3,t,921000.0,12/11/2016,2.0,2.0,167.0,10.0,-37.9219,145.0733,BENTLEIGH EAST,925.6666666666666,4701.333333333333,308.6666666666667,19917,2734.9829279921387,29,0
ID986073215,3 Olyve Ct,4,h,1850000.0,16/04/2016,2.0,2.0,612.0,49.0,-37.8345,145.1009,SURREY HILLS,2403.6666666666665,5212.333333333333,586.6666666666666,19895,1167.4010769161252,25,0
ID394619206,592 Centre Rd,3,h,1125000.0,8/10/2016,1.0,2.0,584.0,71.0,-37.9199,145.0477,BENTLEIGH,925.6666666666666,4701.333333333333,308.6666666666667,19939,979.6159208649512,35,1
ID785702465,19 Wheatsheaf Rd,3,h,895000.0,6/05/2017,1.0,2.0,697.0,64.0,-37.7097,144.9256,GLENROY,1841.6666666666667,9184.666666666666,533.3333333333334,20032,935.4194880882324,36,1
ID458883607,121 Pearson St,3,h,1300000.0,12/11/2016,1.0,2.0,364.0,119.0,-37.7618,144.9497,BRUNSWICK WEST,958.6666666666666,5673.0,628.0,19967,968.6284448082858,27,1
ID717980469,430 Balwyn Rd,5,h,1875000.0,27/06/2016,3.0,2.0,842.0,58.0,-37.7854,145.0869,BALWYN NORTH,925.6666666666666,4701.333333333333,308.6666666666667,19934,3782.3133481287864,29,1
ID963956983,10 Wallara Rd,3,h,390000.0,3/06/2017,1.0,2.0,530.0,32.0,-37.90111,144.63302,WERRIBEE,98.66666666666667,190.66666666666666,19.0,19921,2475.599169260254,35,0
ID619757611,13 Grampian St,4,h,910000.0,27/11/2016,1.0,3.0,577.0,69.0,-37.7344,144.9865,PRESTON,659.0,5219.333333333333,338.3333333333333,20012,1322.9240567067632,28,0
ID475952813,4 Freyer St,4,h,1325000.0,3/09/2016,2.0,1.0,452.0,23.0,-37.855,144.8905,WILLIAMSTOWN,1002.6666666666666,4068.0,328.3333333333333,19993,288.5850948845666,20,0
ID857124226,8 Ipswich St,3,h,645000.0,3/09/2017,1.0,0.0,539.0,59.0,-37.74845,144.8144,ST ALBANS,1479.3333333333333,4398.666666666667,502.0,20003,1094.4358908380134,29,0
ID484575275,10/40 Young St,2,t,515000.0,12/11/2016,1.0,1.0,1981.0,13.0,-37.7677,144.9221,MOONEE PONDS,278.0,489.0,65.0,20038,340.78834016242166,22,0
ID944716320,10 Gresford St,3,h,701000.0,4/03/2017,2.0,0.0,630.0,79.0,-37.7692,144.8348,SUNSHINE NORTH,1412.0,6364.0,699.3333333333334,20004,1294.0567803478978,26,0
ID519026714,15 Mary St,3,t,1065000.0,28/05/2016,2.0,1.0,64.0,11.0,-37.7994,144.9521,NORTH MELBOURNE,71.0,261.0,20.0,22239,1207.9686285558707,7,0
ID585074301,29 Piccadilly Ct,4,h,810000.0,24/06/2017,2.0,3.0,990.0,5.0,-37.6579,144.90523000000005,GREENVALE,512.0,1119.6666666666667,175.66666666666666,44817,1867.4635636776466,43,0
ID521018813,18 William St,4,h,1270000.0,28/05/2016,1.0,1.0,352.0,129.0,-37.8059,144.8899,SEDDON,824.6666666666666,1890.3333333333333,159.33333333333334,20024,402.4533532140723,17,0
ID384251041,3/36 Darling St,3,t,998000.0,8/04/2017,2.0,2.0,246.0,19.0,-37.9031,145.0804,HUGHESDALE,591.6666666666666,1189.6666666666667,177.33333333333334,19917,758.0739426231379,29,0
ID299981654,122/14 Elizabeth St,2,u,640000.0,27/11/2016,2.0,1.0,0.0,18.0,-37.8514,145.0361,MALVERN,610.0,1743.6666666666667,228.0,19945,1577.9951226934909,19,0
ID556630329,2/13 Alexander St,1,u,366000.0,16/07/2016,1.0,1.0,0.0,49.0,-37.796,144.9911,COLLINGWOOD,1071.3333333333333,5783.666666666667,419.6666666666667,19975,458.7695215142586,13,0
ID585390420,3 Clive Ct,4,h,2130000.0,8/10/2016,3.0,2.0,1274.0,49.0,-37.7822,145.0907,BALWYN NORTH,925.6666666666666,4701.333333333333,308.6666666666667,19934,3841.1169710927925,29,0
ID669381848,3/23 Walstab St,3,u,1245000.0,28/05/2016,2.0,1.0,227.0,21.0,-37.9191,145.0074,BRIGHTON EAST,2744.3333333333335,10289.666666666666,780.0,19951,1070.1505392875638,26,0
ID852160261,7 Shale Ct,3,h,563000.0,23/09/2017,2.0,2.0,469.0,19.0,-37.72438,144.7655,DELAHEY,52.333333333333336,131.33333333333334,10.333333333333334,20001,2545.3305014975595,34,0
ID209295743,7 Adelaide Bvd,4,h,990000.0,13/05/2017,2.0,2.0,702.0,16.0,-37.7071,144.8989,GOWANBRAE,1841.6666666666667,9184.666666666666,533.3333333333334,20032,1638.5179251774725,36,1
ID146629735,105 Wilson St,3,h,1116000.0,1/07/2017,1.0,2.0,610.0,6.0,-37.95629,145.06031000000004,CHELTENHAM,1288.3333333333333,4242.333333333333,480.0,52095,1019.7047524863967,42,0
ID310866153,9 Fraser St,3,h,3010000.0,18/03/2017,3.0,4.0,283.0,17.0,-37.858,145.0351,MALVERN,717.3333333333334,1763.0,318.6666666666667,19944,1050.9207956020707,20,0
ID645351214,59 Pecham St,3,h,705000.0,22/04/2017,1.0,2.0,694.0,59.0,-37.6974,144.9112,GLENROY,1841.6666666666667,9184.666666666666,533.3333333333334,20031,481.24733832857976,38,0
ID692136640,11 Tarwarri Pl,4,h,1580000.0,17/06/2017,2.0,2.0,724.0,7.0,-37.85646,145.14311,BURWOOD EAST,684.0,1695.6666666666667,161.0,19897,3977.4022529486524,30,0
ID846305228,73 Brighton St,2,h,1340000.0,12/11/2016,1.0,0.0,178.0,19.0,-37.8289,144.9992,RICHMOND,824.6666666666666,1890.3333333333333,159.33333333333334,19906,749.6053748518326,11,0
ID627868230,4 Colston Cl,4,h,1250000.0,10/12/2016,2.0,2.0,780.0,49.0,-37.7955,145.139,DONCASTER,1566.6666666666667,8895.333333333334,491.0,19897,2818.103866380808,30,0
ID419399868,185 The Avenue,4,h,1461000.0,25/02/2017,2.0,2.0,571.0,43.0,-37.7535,144.9779,COBURG,1097.6666666666667,5916.0,553.3333333333334,19966,1419.215095089022,30,0
ID843960375,14/24 Rosella St,1,u,256500.0,18/06/2016,1.0,1.0,0.0,53.0,-37.8944,145.0733,MURRUMBEENA,268.3333333333333,736.0,128.33333333333334,19918,384.5657455494371,27,0
ID191018819,50 Leinster Gr,3,h,1110000.0,17/09/2016,1.0,1.0,562.0,69.0,-37.7602,144.9878,THORNBURY,2403.6666666666665,5212.333333333333,586.6666666666666,20015,923.0908048517788,23,0
ID460392895,7A Downland Sq,4,h,773000.0,24/06/2017,2.0,2.0,344.0,15.0,-37.75861,144.86687,AVONDALE HEIGHTS,1672.6666666666667,10063.666666666666,646.3333333333334,20004,4273.292853535936,26,0
ID317771043,303/25 Lynch St,2,u,495000.0,7/11/2016,1.0,1.0,0.0,5.0,-37.8216,145.0343,HAWTHORN,1150.6666666666667,7827.0,922.3333333333334,19904,188.65544293763975,15,0
ID887310495,24 Burnell St,3,h,1245000.0,14/05/2016,1.0,1.0,412.0,85.0,-37.7618,144.9455,BRUNSWICK WEST,958.6666666666666,5673.0,628.0,19967,1337.6927208358054,27,0
ID989093319,48/48 Eucalyptus Dr,2,u,349000.0,16/04/2016,1.0,1.0,0.0,8.0,-37.7795,144.8729,MAIDSTONE,610.0,1743.6666666666667,228.0,20022,2366.6089583639923,21,0
ID529887682,22 Bambara Ct,4,h,705000.0,27/11/2016,2.0,4.0,759.0,44.0,-37.7951,144.8213,SUNSHINE WEST,2403.6666666666665,5212.333333333333,586.6666666666666,22241,1253.4756933655424,15,0
ID953666860,2/14 Westbrook St,2,u,590000.0,20/05/2017,1.0,1.0,838.0,49.0,-37.7974,145.0526,KEW EAST,288.0,712.0,75.66666666666667,19932,2789.5906461538084,26,0
ID846302805,8/2 Pottery Ct,3,t,641000.0,14/05/2016,2.0,1.0,0.0,119.0,-37.7703,144.9533,BRUNSWICK,958.6666666666666,5673.0,628.0,19968,623.2637199541741,25,0
ID579885475,4/39 Clovelly Av,2,u,493000.0,22/07/2017,1.0,2.0,201.0,19.0,-37.70691,144.90934,GLENROY,1841.6666666666667,9184.666666666666,533.3333333333334,20032,742.6238797037141,36,0
ID232542005,1 Newlands Ct,4,h,925000.0,9/09/2017,3.0,4.0,534.0,44.0,-37.85298,145.23935,WANTIRNA,256.0,511.3333333333333,54.666666666666664,19871,2782.7095486376897,41,0
ID161680239,48 Vine St,4,h,1200000.0,16/09/2017,1.0,1.0,455.0,99.0,-37.76913,144.93236000000005,MOONEE PONDS,313.3333333333333,545.3333333333334,65.66666666666667,20039,1154.406763447811,20,0
ID130294483,17 Morang Rd,3,h,3120000.0,28/08/2016,1.0,4.0,677.0,19.0,-37.8224,145.0243,HAWTHORN,1150.6666666666667,7827.0,922.3333333333334,19905,138.80280265510933,13,0
ID928205051,5 Boldrewood Pde,3,h,817000.0,27/05/2017,1.0,2.0,700.0,34.0,-37.72456,145.02292,RESERVOIR,885.0,1901.0,227.66666666666666,20010,1641.9467956429087,34,0
ID596209016,13 Yorkshire St,3,h,1160000.0,16/09/2017,2.0,2.0,480.0,79.0,-37.72523,144.94567,PASCOE VALE,705.3333333333334,5479.666666666667,335.0,19963,1458.0614298620367,36,0
ID888413829,3 Federation St,2,h,1005000.0,29/04/2017,1.0,1.0,202.0,8.0,-37.7737,144.9166,ASCOT VALE,2494.6666666666665,11307.0,1410.0,20039,492.92843349839814,20,0
ID656797031,1/32 Sutherland St,3,h,545000.0,12/11/2016,2.0,3.0,230.0,19.0,-37.7073,144.9486,HADFIELD,1683.6666666666667,8938.666666666666,509.3333333333333,19961,1167.1273616590067,39,0
ID421557510,178 Beaconsfield Pde,3,h,1396500.0,19/11/2016,1.0,1.0,302.0,119.0,-37.7636,144.9864,NORTHCOTE,136.33333333333334,302.6666666666667,42.0,20015,939.409800518857,23,0
ID308550816,26 Hayes St,3,h,1474000.0,19/11/2016,1.0,0.0,304.0,109.0,-37.7642,145.001,NORTHCOTE,136.33333333333334,302.6666666666667,42.0,20015,347.2322069325103,23,1
ID913020854,28 Guildford Rd,3,h,2350000.0,23/09/2017,2.0,0.0,843.0,5.0,-37.82195,145.08968000000004,SURREY HILLS,2532.3333333333335,5455.0,713.0,19894,276.8385499516252,25,0
ID379393021,20 Normdale Rd,3,h,965000.0,7/05/2016,1.0,4.0,574.0,49.0,-37.9309,145.0685,BENTLEIGH EAST,925.6666666666666,4701.333333333333,308.6666666666667,19937,2815.0359290024703,38,0
ID571603697,75 Munro St,2,h,925000.0,30/07/2016,1.0,1.0,407.0,7.0,-37.7756,144.9105,ASCOT VALE,2489.6666666666665,11817.333333333334,1268.6666666666667,20039,996.6150018512395,20,0
ID111216337,88 MacKie Rd,4,h,1370000.0,25/02/2017,1.0,2.0,684.0,49.0,-37.9147,145.0751,BENTLEIGH EAST,959.0,4476.666666666667,324.0,19917,1972.1855069467092,29,0
ID557786593,82 Charlotte St,3,h,880000.0,7/05/2016,1.0,1.0,557.0,69.0,-37.834,144.8668,NEWPORT,71.0,261.0,20.0,19995,1723.305730695847,14,0
ID618020484,53 Park Rd,3,h,2567500.0,19/08/2017,2.0,2.0,1004.0,54.0,-37.83603,145.10596,SURREY HILLS,2532.3333333333335,5455.0,713.0,19895,1465.7911127792902,25,0
ID233177866,5 Livingston St,3,h,570000.0,27/05/2017,1.0,3.0,531.0,69.0,-37.7572,144.76093,DEER PARK,326.6666666666667,1234.6666666666667,99.0,52011,2300.3693507252906,27,0
ID728624437,2/75 McCracken St,2,u,528000.0,22/04/2017,1.0,1.0,0.0,44.0,-37.7928,144.9279,KENSINGTON,288.0,712.0,75.66666666666667,20041,255.3482910655772,17,0
ID668233920,1/3 Greig Ct,2,u,635000.0,22/07/2017,1.0,1.0,371.0,10.0,-37.87872,144.98894,ELWOOD,1666.0,9333.666666666666,523.0,19955,635.7516990920356,19,0
ID439066698,249 Spring St,4,h,1700000.0,13/08/2016,2.0,4.0,601.0,49.0,-37.7176,145.0058,RESERVOIR,824.6666666666666,1890.3333333333333,159.33333333333334,20010,132.0011780511003,34,0
ID113851502,8 Aberdeen Gr,3,h,1320000.0,16/09/2017,1.0,1.0,227.0,99.0,-37.77432,144.99111000000005,NORTHCOTE,142.0,344.6666666666667,39.333333333333336,20017,425.40895053702246,19,1
ID843690564,22 Renwick St,4,h,2325000.0,4/06/2016,3.0,2.0,638.0,89.0,-37.8523,145.0726,GLEN IRIS,1923.6666666666667,8979.333333333334,620.3333333333334,19849,700.169801736375,28,0
ID927772120,2/42 Railway Pde,2,t,510000.0,17/09/2016,1.0,1.0,110.0,6.0,-37.7282,144.928,PASCOE VALE,659.0,5219.333333333333,338.3333333333333,20034,285.04230894377724,31,1
ID235907345,5/67 Flinders St,2,u,601000.0,28/05/2016,1.0,1.0,82.0,18.0,-37.7556,145.0062,THORNBURY,2403.6666666666665,5212.333333333333,586.6666666666666,20014,674.1574378850378,25,0
ID189865554,13 Hornby St,4,h,2840000.0,10/09/2016,2.0,2.0,999.0,47.0,-37.9135,145.0189,BRIGHTON EAST,2744.3333333333335,10289.666666666666,780.0,19939,1648.074070171774,35,0
ID480803952,4/163 Centre Dandenong Rd,2,u,560000.0,29/07/2017,1.0,2.0,182.0,9.0,-37.96718,145.07681000000005,CHELTENHAM,1288.3333333333333,4242.333333333333,480.0,19865,1927.787751426977,44,0
ID133338239,111 Cecil St,2,h,1000000.0,3/09/2016,1.0,0.0,128.0,109.0,-37.7941,144.9802,FITZROY,334.6666666666667,1407.6666666666667,88.33333333333333,19975,1374.2120968636239,13,0
ID197641836,7 Huntingtower Cr,4,h,1750000.0,19/08/2017,2.0,2.0,570.0,49.0,-37.87655,145.1401,MOUNT WAVERLEY,1471.0,7759.666666666667,779.6666666666666,19916,5070.484433066266,31,0
ID247264840,6 Joffre St,2,h,1025000.0,29/04/2017,2.0,1.0,715.0,29.0,-37.7302,145.0129,RESERVOIR,885.0,1901.0,227.66666666666666,20011,913.8078375398159,31,0
ID164464881,70 Park St,3,h,3000000.0,15/10/2016,3.0,2.0,191.0,129.0,-37.836,144.9824,SOUTH YARRA,1100.6666666666667,3636.3333333333335,457.3333333333333,19959,915.593171217273,12,0
ID944757017,135 Victoria St,4,h,1500000.0,17/06/2017,1.0,1.0,318.0,111.0,-37.76792,144.97141000000005,BRUNSWICK,941.3333333333334,5813.0,575.6666666666666,19968,1040.6552128928834,25,0
ID253286634,30 Ashton St,3,h,731000.0,3/12/2016,1.0,2.0,779.0,69.0,-37.7292,145.0214,RESERVOIR,824.6666666666666,1890.3333333333333,159.33333333333334,20011,1642.4053071684234,31,0
ID190417522,2/21 Milton St,2,u,560000.0,16/04/2016,1.0,0.0,0.0,89.0,-37.8751,144.987,ELWOOD,1566.6666666666667,8895.333333333334,491.0,19955,729.2742396203784,19,1
ID459923581,2 Skylark Ct,3,h,526000.0,1/07/2017,2.0,2.0,407.0,9.0,-37.83867,144.7034,TARNEIT,1479.3333333333333,4398.666666666667,502.0,47648,1052.10654773235,32,0
ID513352350,3 Leeds St,4,h,2725000.0,12/08/2017,2.0,2.0,650.0,13.0,-37.83057,145.08482,CANTERBURY,3767.6666666666665,18925.0,2042.3333333333333,19893,747.4964274597594,23,0
ID233828008,10/60 Hawthorn Gr,1,u,499000.0,28/05/2016,1.0,1.0,0.0,59.0,-37.8158,145.0342,HAWTHORN,1150.6666666666667,7827.0,922.3333333333334,19904,660.821873599175,15,1
ID773965334,2/52 Walter St,3,u,500000.0,17/06/2017,1.0,1.0,388.0,27.0,-37.73163,144.80697,ST ALBANS,1479.3333333333333,4398.666666666667,502.0,20001,1193.972445319279,34,0
ID868502657,3/58 Byron St,1,u,340000.0,27/06/2016,1.0,1.0,0.0,49.0,-37.8784,144.9864,ELWOOD,1566.6666666666667,8895.333333333334,491.0,19955,824.5574115130854,19,0
ID587395345,28 New St,2,h,1726000.0,19/08/2017,2.0,2.0,269.0,109.0,-37.85425,145.01545,ARMADALE,2494.6666666666665,11307.0,1410.0,19946,409.9922842830693,18,0
ID771707286,6 Balfour St,3,h,1620000.0,16/04/2016,2.0,4.0,678.0,49.0,-37.9208,145.0126,BRIGHTON EAST,2744.3333333333335,10289.666666666666,780.0,19951,1564.2707669852114,26,0
ID434039857,33A Severn St,2,h,780000.0,12/08/2017,1.0,1.0,178.0,6.0,-37.81481,144.88013,YARRAVILLE,817.6666666666666,1779.6666666666667,181.0,19996,869.877956179098,11,0
ID808572987,31 Bowen St,2,h,860000.0,11/02/2017,1.0,1.0,301.0,99.0,-37.7695,144.9092,MOONEE PONDS,313.3333333333333,545.3333333333334,65.66666666666667,20038,972.9166058770752,22,0
ID564895624,10 Boree Av,4,h,1241000.0,12/08/2017,2.0,2.0,625.0,69.0,-37.92801,145.1057,CLARINDA,52.333333333333336,131.33333333333334,10.333333333333334,22249,1354.2029628815997,33,0
ID155373556,7 Clays Ct,4,h,1635000.0,8/07/2017,3.0,2.0,896.0,34.0,-37.76797,145.13799,TEMPLESTOWE,281.6666666666667,524.3333333333334,75.33333333333333,19897,5883.523026879139,30,0
ID282325784,5 Sophora Ct,3,h,1138000.0,8/07/2017,2.0,2.0,706.0,49.0,-37.77185,145.12509,TEMPLESTOWE LOWER,2532.3333333333335,5455.0,713.0,20042,5283.099445153337,25,0
ID954368340,10/7 Barnsbury Rd,2,u,613000.0,15/10/2016,1.0,1.0,0.0,49.0,-37.845,145.0012,SOUTH YARRA,1100.6666666666667,3636.3333333333335,457.3333333333333,19947,94.50820193030358,16,1
ID556379552,13 Crispe St,4,h,1100000.0,3/06/2017,2.0,2.0,665.0,109.0,-37.72787,144.99423000000004,RESERVOIR,885.0,1901.0,227.66666666666666,20011,754.4495842000332,31,0
ID416651419,17 Arkle St,2,h,1460000.0,18/03/2017,1.0,2.0,227.0,89.0,-37.8543,145.003,PRAHRAN,705.3333333333334,5479.666666666667,335.0,19957,983.2806668393233,15,0
ID290199068,6/334 Hampton St,2,u,587000.0,3/09/2016,1.0,1.0,0.0,44.0,-37.9419,145.0019,HAMPTON,1683.6666666666667,8938.666666666666,509.3333333333333,19949,438.34203086282287,31,0
ID502647926,22 Nimmo St,4,h,1160000.0,10/09/2016,3.0,2.0,256.0,4.0,-37.7527,144.8957,ESSENDON,334.6666666666667,1407.6666666666667,88.33333333333333,22253,1841.3088109683304,18,0
ID337981702,36 Kenny St,3,h,2251000.0,3/12/2016,1.0,2.0,888.0,69.0,-37.8002,145.0949,BALWYN NORTH,925.6666666666666,4701.333333333333,308.6666666666667,19896,2335.525230284579,28,1
ID715226433,4/20 Wetherby Rd,2,u,452000.0,23/04/2016,1.0,1.0,67.0,44.0,-37.7887,145.1436,DONCASTER,1566.6666666666667,8895.333333333334,491.0,19898,3537.366311244248,30,0
ID840495516,6/10 Dundas St,2,u,493000.0,3/06/2017,1.0,1.0,0.0,49.0,-37.75257,145.00279,THORNBURY,2532.3333333333335,5455.0,713.0,20014,462.7869903635327,25,0
ID551322635,35 Leander St,2,h,835000.0,22/08/2016,1.0,1.0,222.0,99.0,-37.7962,144.8844,FOOTSCRAY,1923.6666666666667,8979.333333333334,620.3333333333334,20023,629.6214042379163,19,1
ID262607904,52a Deakin St,3,u,840000.0,4/03/2017,2.0,1.0,282.0,39.0,-37.7491,144.8917,ESSENDON,330.3333333333333,1855.0,82.0,22253,2289.290636697229,18,1
ID892971809,5/36 King St,2,u,395000.0,18/03/2017,1.0,1.0,0.0,44.0,-37.7461,144.9058,ESSENDON,330.3333333333333,1855.0,82.0,20036,1338.240756324544,27,0
ID601147373,2/1 Corbie St,3,t,825000.0,18/03/2017,2.0,2.0,147.0,12.0,-37.9317,145.0352,BENTLEIGH,959.0,4476.666666666667,324.0,19937,324.77149246999295,38,0
ID167070249,16/89 Neerim Rd,2,t,636500.0,22/05/2016,1.0,1.0,0.0,49.0,-37.8866,145.0396,GLEN HUNTLY,431.3333333333333,971.0,220.66666666666666,19942,416.74664000128365,29,0
